type_token_ratio,hapax_ratio,avg_word_length,top_100_overlap_pct,top_1000_overlap_pct,avg_sentence_length,sentence_length_variance,punctuation_density,morphological_complexity,avg_dependency_length,unique_pos_ratio,prefix_variance,postfix_variance,noun_ratio,verb_ratio,adj_ratio,adv_ratio,propn_ratio,pos_bigram_entropy,dep_pattern_diversity,tree_depth_avg,sov_ratio,label,category
0.7241379310344828,0.5862068965517241,5.704433497536946,0.2266009852216748,0.5073891625615764,18.5,21.916666666666668,0.0855855855855855,1.7733990147783252,2.832,0.0534351145038167,0.5625,0.5446428571428571,0.3358778625954198,0.1297709923664122,0.0381679389312977,0.0916030534351145,0.0076335877862595,5.072501328897244,0.296,5.25,0.7142857142857143,0,Auto
0.7182539682539683,0.5515873015873016,6.0436507936507935,0.25,0.4841269841269841,12.772727272727272,11.175619834710744,0.1032028469750889,1.968253968253968,2.48993288590604,0.0372670807453416,0.3924050632911392,0.3860759493670886,0.3167701863354037,0.1273291925465838,0.0496894409937888,0.0993788819875776,0.0,5.228425716235964,0.2181208053691275,4.583333333333333,0.8333333333333334,0,Auto
0.6954314720812182,0.4873096446700508,5.238578680203045,0.2791878172588832,0.4517766497461929,13.352941176470589,51.75778546712803,0.13215859030837,1.9137055837563453,2.4035087719298245,0.06,0.6021505376344086,0.5806451612903226,0.288,0.116,0.012,0.08,0.02,5.523194509729268,0.3552631578947368,3.727272727272727,0.8333333333333334,0,Auto
0.7843137254901961,0.6601307189542484,5.359477124183006,0.1568627450980392,0.4117647058823529,13.357142857142858,32.229591836734706,0.1818181818181818,1.8823529411764703,2.6166666666666667,0.0618556701030927,0.5443037974683544,0.4810126582278481,0.3247422680412371,0.1134020618556701,0.0206185567010309,0.0721649484536082,0.0,5.159662039018011,0.3833333333333333,4.785714285714286,0.6666666666666666,0,Auto
0.723404255319149,0.5957446808510638,5.829787234042553,0.2695035460992908,0.4680851063829787,11.285714285714286,14.489795918367347,0.1075949367088607,1.74468085106383,2.3696969696969696,0.0782122905027933,0.5862068965517241,0.4367816091954023,0.2849162011173184,0.1452513966480447,0.0335195530726257,0.0837988826815642,0.0167597765363128,5.299708443976045,0.3636363636363636,4.571428571428571,1.0,0,Auto
0.7757575757575758,0.6363636363636364,5.424242424242424,0.2181818181818181,0.509090909090909,10.882352941176473,17.986159169550174,0.1405405405405405,1.9212121212121211,2.263959390862944,0.0599078341013824,0.5681818181818182,0.5340909090909091,0.2442396313364055,0.1382488479262673,0.032258064516129,0.0737327188940092,0.0092165898617511,5.442570787813204,0.3451776649746192,4.45,1.0,0,Auto
0.7119565217391305,0.5760869565217391,5.684782608695652,0.2608695652173913,0.532608695652174,18.727272727272727,48.01652892561984,0.1067961165048543,1.8043478260869563,2.5739130434782607,0.0576131687242798,0.5656565656565656,0.5050505050505051,0.3004115226337449,0.1193415637860082,0.0411522633744856,0.0288065843621399,0.0123456790123456,5.3119690360651255,0.3130434782608696,4.461538461538462,0.5,0,Auto
1.0,1.0,5.75,0.2083333333333333,0.5,13.0,16.0,0.0769230769230769,1.625,2.5357142857142856,0.3333333333333333,1.0,0.7692307692307693,0.3,0.1333333333333333,0.0666666666666666,0.0333333333333333,0.0,4.159199529357669,0.75,5.0,1.0,0,Auto
0.7891156462585034,0.6530612244897959,5.6938775510204085,0.2244897959183673,0.54421768707483,14.0,64.33333333333333,0.1428571428571428,1.8775510204081631,2.7540983606557377,0.0707070707070707,0.5866666666666667,0.5333333333333333,0.2474747474747475,0.1212121212121212,0.0303030303030303,0.0555555555555555,0.0252525252525252,5.4576066848955636,0.366120218579235,4.066666666666666,0.8,0,Auto
0.8062283737024222,0.6851211072664359,5.757785467128028,0.1833910034602076,0.4359861591695502,29.09090909090909,181.17355371900828,0.1242424242424242,1.7474048442906571,2.902857142857143,0.0410958904109589,0.4805194805194805,0.4805194805194805,0.3232876712328767,0.0986301369863013,0.0356164383561643,0.0547945205479452,0.0054794520547945,5.467826431773831,0.2971428571428571,6.0,0.6,0,Auto
0.7556818181818182,0.6363636363636364,5.767045454545454,0.2272727272727272,0.5170454545454546,12.375,11.609375,0.1111111111111111,1.8522727272727273,2.357142857142857,0.0616740088105726,0.5454545454545454,0.5151515151515151,0.2731277533039647,0.1497797356828193,0.0440528634361233,0.0881057268722467,0.0176211453744493,5.364848242520843,0.3,4.529411764705882,1.0,0,Auto
